DATE,LOL,HON,DO2,GW2,XIV,WOW,ESO,EQN,WIS
2014-06-10 14:30,132,1,47,10,43,17,6,1,54
2014-06-10 14:40,97,1,42,5,64,13,10,1,35
2014-06-10 14:50,96,2,52,9,50,20,6,2,46
2014-06-10 15:00,141,1,35,6,62,14,13,2,33
2014-06-10 15:10,100,2,42,8,142,20,16,3,51
2014-06-10 15:20,136,1,45,8,108,15,9,1,48
2014-06-10 15:30,126,1,43,9,305,9,6,1,40
2014-06-10 15:40,141,1,65,12,194,13,10,1,42
2014-06-10 15:50,120,1,45,7,160,10,10,1,37
2014-06-10 16:00,77,1,55,5,104,7,7,1,33
2014-06-10 16:10,83,2,36,10,391,5,15,2,34
2014-06-10 16:20,80,1,44,4,224,17,11,3,38
2014-06-10 16:30,68,1,32,4,130,8,8,1,24
2014-06-10 16:40,69,2,28,2,295,12,11,2,25
2014-06-10 16:50,111,2,37,11,224,7,13,1,50
2014-06-10 17:00,86,2,40,9,199,9,13,1,41
2014-06-10 17:10,88,1,27,7,213,15,14,1,36
2014-06-10 17:20,80,1,28,4,186,9,12,1,34
2014-06-10 17:30,130,1,24,6,147,9,13,1,38
2014-06-10 17:40,84,2,28,9,97,11,11,1,34
2014-06-10 17:50,80,1,35,7,105,9,10,1,41
2014-06-10 18:00,81,1,20,6,125,14,7,3,31
2014-06-10 18:10,81,2,28,3,127,26,13,2,36
2014-06-10 18:20,83,1,57,6,113,24,8,3,36
2014-06-10 18:30,52,1,39,10,88,17,11,2,24
2014-06-10 18:40,45,1,31,7,69,12,8,6,18
2014-06-10 18:50,69,1,31,9,76,11,32,2,29
2014-06-10 19:00,63,1,30,5,58,17,13,5,19
2014-06-10 19:10,72,2,30,2,44,16,15,1,39
2014-06-10 19:20,78,1,49,11,65,27,11,1,33
2014-06-10 19:30,67,1,47,7,54,14,15,3,45
2014-06-10 19:40,50,1,45,6,44,20,26,2,31
2014-06-10 19:50,70,1,42,4,44,16,29,1,33
2014-06-10 20:00,68,1,42,2,43,13,19,2,22
2014-06-10 20:10,54,1,61,2,49,11,12,1,31
2014-06-10 20:20,50,1,44,4,49,40,13,1,36
2014-06-10 20:30,63,2,33,4,49,8,15,2,21
2014-06-10 20:40,61,1,34,5,44,12,22,2,25
2014-06-10 20:50,64,1,33,4,60,13,22,1,34
2014-06-10 21:00,59,1,46,7,41,15,12,1,24
2014-06-10 21:10,57,1,36,9,42,12,13,4,27
2014-06-10 21:20,56,1,36,6,50,15,19,2,28
2014-06-10 21:30,60,1,28,1,61,15,14,1,19
2014-06-10 21:40,53,1,30,2,31,9,20,2,19
2014-06-10 21:50,55,1,29,5,53,13,16,1,32
2014-06-10 22:00,30,1,28,1,27,8,16,2,24
2014-06-10 22:10,49,2,37,2,42,6,13,2,26
2014-06-10 22:20,44,1,36,2,43,12,26,1,25
2014-06-10 22:30,40,1,23,3,54,13,12,1,18
2014-06-10 22:40,38,1,31,5,49,10,12,2,19
2014-06-10 22:50,43,1,36,4,40,8,16,1,28
2014-06-10 23:00,30,1,28,3,24,5,10,1,22
2014-06-10 23:10,32,2,33,5,52,10,19,1,24
2014-06-10 23:20,30,1,40,7,55,10,18,1,23
2014-06-10 23:30,49,1,25,4,37,7,12,1,26
2014-06-10 23:40,43,1,28,1,28,7,17,1,22
2014-06-10 23:50,43,1,22,4,83,9,7,1,22
2014-06-11 00:00,40,1,14,2,42,8,12,1,22
2014-06-11 00:10,45,3,33,3,48,5,9,1,20
2014-06-11 00:20,41,1,21,3,36,6,12,1,28
2014-06-11 00:30,38,1,35,2,22,4,8,1,11
2014-06-11 00:40,33,1,46,3,28,17,5,1,19
2014-06-11 00:50,40,1,34,2,24,17,5,2,21
2014-06-11 01:00,37,1,50,3,24,5,5,1,13
2014-06-11 01:10,43,2,41,2,20,13,7,1,13
2014-06-11 01:20,40,1,40,1,15,2,7,1,15
2014-06-11 01:30,40,2,27,2,20,9,6,1,15
2014-06-11 01:40,34,1,35,3,17,8,6,1,10
2014-06-11 01:50,31,1,60,3,28,5,5,1,18
2014-06-11 02:00,25,1,92,1,22,2,5,1,8
2014-06-11 02:10,30,1,46,3,24,7,4,1,21
2014-06-11 02:20,40,2,59,4,27,16,6,1,22
2014-06-11 02:30,23,1,76,2,15,10,10,3,32
2014-06-11 02:40,34,2,29,5,23,7,2,3,20
2014-06-11 02:50,55,2,54,2,35,3,4,1,15
2014-06-11 03:00,48,1,66,1,17,2,8,1,17
2014-06-11 03:10,45,1,40,5,20,3,3,1,42
2014-06-11 03:20,54,1,46,4,22,9,6,2,28
2014-06-11 03:30,29,1,56,3,27,7,3,1,17
2014-06-11 03:40,44,1,57,9,29,8,2,1,14
2014-06-11 03:50,51,1,65,5,37,6,2,2,14
2014-06-11 04:00,43,1,41,1,27,8,3,1,14
2014-06-11 04:10,37,2,117,2,21,2,4,1,16
2014-06-11 04:20,42,2,52,4,19,4,7,1,21
2014-06-11 04:30,41,1,40,1,22,5,5,1,15
2014-06-11 04:40,33,3,36,2,23,7,1,1,13
2014-06-11 04:50,48,1,54,3,21,4,6,2,15
2014-06-11 05:00,50,1,47,2,27,6,4,2,15
2014-06-11 05:10,45,1,58,6,26,11,11,1,15
2014-06-11 05:20,41,1,54,8,29,10,3,1,15
2014-06-11 05:30,48,1,57,4,15,8,5,1,24
2014-06-11 05:40,32,1,64,5,15,4,7,2,12
2014-06-11 05:50,39,1,96,2,17,7,3,1,19
2014-06-11 06:00,43,1,87,3,10,7,4,1,19
2014-06-11 06:10,42,2,62,1,14,8,4,2,21
2014-06-11 06:20,51,1,76,4,21,10,3,2,17
2014-06-11 06:30,42,1,60,1,20,9,8,2,9
2014-06-11 06:40,42,1,42,6,24,13,8,1,14
2014-06-11 06:50,49,3,58,5,29,10,8,3,17
2014-06-11 07:00,34,2,44,7,24,3,7,1,25
2014-06-11 07:10,43,2,40,4,15,6,7,5,19
2014-06-11 07:20,47,2,64,2,39,20,4,5,23
2014-06-11 07:30,39,2,43,1,24,5,10,2,22
2014-06-11 07:40,48,2,54,7,27,5,10,2,26
2014-06-11 07:50,65,1,52,3,31,12,7,1,26
2014-06-11 08:00,57,2,52,2,21,13,5,4,21
2014-06-11 08:10,54,1,62,6,23,12,5,1,16
2014-06-11 08:20,60,1,83,7,30,7,10,3,24
2014-06-11 08:30,35,1,86,4,26,10,16,2,19
2014-06-11 08:40,77,1,67,3,31,3,14,1,28
2014-06-11 08:50,57,1,86,3,27,7,7,2,25
2014-06-11 09:00,62,1,77,3,19,6,7,1,38
2014-06-11 09:10,64,2,56,6,20,9,5,3,42
2014-06-11 09:20,63,2,74,6,35,11,11,3,41
2014-06-11 09:30,56,1,74,3,24,10,13,3,38
2014-06-11 09:40,63,1,59,9,20,11,8,1,33
2014-06-11 09:50,65,1,65,10,28,3,13,3,38
2014-06-11 10:00,60,1,76,6,28,3,12,1,43
2014-06-11 10:10,34,1,37,3,20,5,5,1,23
2014-06-11 10:20,62,3,63,6,20,7,11,2,21
2014-06-11 10:30,57,2,55,3,14,3,9,3,31
2014-06-11 10:40,75,3,71,8,18,10,10,2,32
2014-06-11 10:50,71,2,62,7,24,11,11,3,31
2014-06-11 11:00,59,1,51,2,26,4,3,1,24
2014-06-11 11:10,72,1,71,3,16,12,19,2,31
2014-06-11 11:20,546,1,47,7,23,17,10,2,30
2014-06-11 11:30,617,2,55,5,22,10,18,1,30
2014-06-11 11:40,307,1,41,8,19,19,11,3,34
2014-06-11 11:50,255,1,64,4,38,15,14,2,36
2014-06-11 12:00,180,2,41,5,32,7,12,5,31
2014-06-11 12:10,161,1,31,9,35,18,12,2,29
2014-06-11 12:20,131,1,42,5,34,9,5,1,32
2014-06-11 12:30,134,1,44,7,43,12,8,1,32
2014-06-11 12:40,123,1,33,6,35,14,14,1,28
2014-06-11 12:50,151,1,51,7,31,12,18,1,25
2014-06-11 13:00,148,1,44,7,15,8,11,2,32
2014-06-11 13:10,119,2,33,7,22,12,15,3,43
2014-06-11 13:20,98,2,42,9,25,13,16,1,39
2014-06-11 13:30,87,1,33,2,46,9,9,1,31
2014-06-11 13:40,96,1,30,8,49,15,18,1,25
2014-06-11 13:50,110,1,38,12,238,9,12,1,36
2014-06-11 14:00,82,1,29,10,33,11,8,2,34
2014-06-11 14:10,89,2,34,6,38,16,15,2,40
2014-06-11 14:20,75,1,51,7,31,23,25,1,36
2014-06-11 14:30,147,1,24,6,14,14,16,1,40
2014-06-11 14:40,77,1,38,3,24,11,18,2,38
2014-06-11 14:50,78,1,29,7,31,16,13,1,24
2014-06-11 15:00,83,1,21,2,19,16,14,2,27
2014-06-11 15:10,79,1,30,2,12,14,9,1,34
2014-06-11 15:20,70,1,30,4,24,19,12,1,31
2014-06-11 15:30,78,1,21,4,21,21,14,1,45
2014-06-11 15:40,79,1,34,4,19,30,9,1,27
2014-06-11 15:50,80,1,26,5,15,23,13,2,20
2014-06-11 16:00,70,1,27,3,12,16,21,1,30
2014-06-11 16:10,81,3,25,6,13,9,17,2,53
2014-06-11 16:20,84,3,38,7,15,18,15,1,37
2014-06-11 16:30,66,1,37,3,15,12,18,3,41
2014-06-11 16:40,73,1,31,4,21,21,15,1,17
2014-06-11 16:50,75,1,41,8,21,11,18,2,38
2014-06-11 17:00,67,1,20,5,27,10,14,3,31
2014-06-11 17:10,63,1,27,6,24,9,8,1,33
2014-06-11 17:20,65,1,39,8,24,12,15,1,36
2014-06-11 17:30,76,1,35,7,16,15,8,1,27
2014-06-11 17:40,61,1,22,3,15,10,6,1,25
2014-06-11 17:50,72,1,33,2,19,8,11,1,39
2014-06-11 18:00,66,1,28,4,53,6,6,1,35
2014-06-11 18:10,59,2,26,8,49,7,9,2,25
2014-06-11 18:20,80,1,30,11,32,12,13,2,24
2014-06-11 18:30,52,2,18,4,27,7,9,2,22
2014-06-11 18:40,51,3,36,3,11,6,13,3,27
2014-06-11 18:50,47,1,21,7,18,14,5,3,25
2014-06-11 19:00,35,1,19,5,16,5,16,2,26
2014-06-11 19:10,67,3,24,4,10,11,14,2,37
2014-06-11 19:20,59,1,52,10,21,20,15,1,32
2014-06-11 19:30,66,1,41,5,17,15,15,3,32
2014-06-11 19:40,51,1,56,12,25,13,11,1,34
2014-06-11 19:50,53,1,45,6,29,21,16,2,22
2014-06-11 20:00,37,1,25,7,11,16,14,2,28
2014-06-11 20:10,33,2,40,6,18,14,13,2,22
2014-06-11 20:20,54,1,36,7,19,24,10,1,28
2014-06-11 20:30,49,1,44,7,12,12,7,1,28
2014-06-11 20:40,53,1,42,7,12,13,13,1,29
2014-06-11 20:50,55,1,31,8,18,17,20,1,44
2014-06-11 21:00,55,1,32,2,16,14,17,1,18
2014-06-11 21:10,50,1,45,5,12,11,12,2,19
2014-06-11 21:20,45,1,51,9,15,12,8,2,40
2014-06-11 21:30,56,1,42,9,6,20,17,2,35
2014-06-11 21:40,55,1,43,4,8,11,11,2,21
2014-06-11 21:50,36,1,32,4,16,25,15,2,31
2014-06-11 22:00,46,2,20,6,9,8,22,1,27
2014-06-11 22:10,43,2,28,6,9,10,14,1,23
2014-06-11 22:20,42,1,25,2,26,8,10,2,20
2014-06-11 22:30,40,1,31,6,19,17,16,1,17
2014-06-11 22:40,49,1,33,7,22,8,4,3,21
2014-06-11 22:50,35,1,44,8,18,7,10,1,17
2014-06-11 23:00,57,1,29,2,12,5,10,1,14
2014-06-11 23:10,40,2,40,3,25,5,18,1,28
2014-06-11 23:20,80,1,48,5,14,6,14,2,17
2014-06-11 23:30,19,1,12,2,6,8,6,1,6
2014-06-11 23:40,34,1,23,4,24,8,8,2,20
2014-06-11 23:50,43,1,39,8,25,13,10,3,9
2014-06-12 00:00,37,1,37,2,14,5,12,3,14
2014-06-12 00:10,52,2,42,5,20,8,8,2,20
2014-06-12 00:20,56,1,35,4,22,11,15,1,13
2014-06-12 00:30,48,1,29,3,9,3,8,2,21
2014-06-12 00:40,35,1,33,3,26,11,14,1,15
2014-06-12 00:50,42,2,26,1,27,12,6,1,21
2014-06-12 01:00,35,1,30,3,25,7,15,1,11
2014-06-12 01:10,34,1,30,2,23,7,12,1,18
2014-06-12 01:20,42,1,35,1,25,6,5,2,13
2014-06-12 01:30,36,1,36,2,8,7,11,1,16
2014-06-12 01:40,37,1,36,3,9,7,3,1,11
2014-06-12 01:50,43,1,39,3,18,7,16,1,22
2014-06-12 02:00,33,1,41,2,11,7,4,1,11
2014-06-12 02:10,31,1,51,2,14,7,5,3,22
2014-06-12 02:20,41,1,43,4,15,7,3,2,15
2014-06-12 02:30,33,1,38,2,18,5,9,1,16
2014-06-12 02:40,28,1,31,7,10,4,6,1,25
2014-06-12 02:50,27,1,32,4,10,5,8,1,21
2014-06-12 03:00,21,1,33,3,9,9,3,2,12
2014-06-12 03:10,25,2,23,3,10,6,5,2,15
2014-06-12 03:20,1,1,1,1,1,1,1,1,1
2014-06-12 03:30,1,1,1,1,1,1,1,1,1
2014-06-12 03:40,35,1,36,5,12,7,4,1,17
2014-06-12 03:50,34,1,40,3,18,8,6,1,23
2014-06-12 04:00,51,1,26,4,8,5,4,2,9
2014-06-12 04:10,48,2,33,7,17,4,2,1,20
2014-06-12 04:20,46,1,38,4,18,9,9,2,11
2014-06-12 04:30,40,1,37,5,16,11,4,2,9
2014-06-12 04:40,31,1,30,7,20,7,7,1,30
2014-06-12 04:50,42,1,39,3,29,10,4,1,23
2014-06-12 05:00,29,1,29,6,15,13,7,1,16
2014-06-12 05:10,43,1,33,3,17,11,3,1,26
2014-06-12 05:20,46,1,37,4,25,6,10,2,11
2014-06-12 05:30,42,1,46,3,10,13,3,2,18
2014-06-12 05:40,28,1,71,3,21,6,8,2,20
2014-06-12 05:50,37,1,58,4,28,8,4,2,12
2014-06-12 06:00,43,2,45,5,20,6,9,1,17
2014-06-12 06:10,42,1,54,2,21,8,6,1,23
2014-06-12 06:20,44,1,88,6,14,7,8,1,13
2014-06-12 06:30,34,1,49,6,11,6,9,2,16
2014-06-12 06:40,50,1,36,3,19,7,8,2,21
2014-06-12 06:50,37,1,46,6,23,12,3,2,33
2014-06-12 07:00,44,1,51,4,27,7,7,1,30
2014-06-12 07:10,55,2,55,2,18,7,16,1,26
2014-06-12 07:20,172,1,72,7,29,5,16,1,19
2014-06-12 07:30,140,1,50,8,20,11,9,2,20
2014-06-12 07:40,211,1,60,3,18,10,11,1,14
2014-06-12 07:50,53,1,52,6,269,13,10,1,27
2014-06-12 08:00,46,1,56,4,22,5,13,2,22
2014-06-12 08:10,48,1,52,6,41,14,16,1,27
2014-06-12 08:20,69,1,66,3,18,8,17,1,24
2014-06-12 08:30,58,1,34,4,25,10,12,2,16
2014-06-12 08:40,55,1,41,4,16,9,8,2,21
2014-06-12 08:50,52,2,39,11,31,7,5,1,25
2014-06-12 09:00,46,2,40,7,32,7,16,2,28
2014-06-12 09:10,61,1,44,8,19,8,11,1,24
2014-06-12 09:20,84,2,37,10,21,12,5,1,27
2014-06-12 09:30,65,2,43,3,14,16,9,1,25
2014-06-12 09:40,60,2,42,6,23,10,9,1,23
2014-06-12 09:50,74,1,51,14,26,6,10,2,26
2014-06-12 10:00,54,1,47,6,19,6,5,2,24
2014-06-12 10:10,63,1,41,10,10,13,12,1,21
2014-06-12 10:20,67,2,59,8,25,18,11,2,37
2014-06-12 10:30,89,1,40,4,31,14,10,2,37
2014-06-12 10:40,78,2,40,6,30,13,8,1,28
2014-06-12 10:50,91,1,45,8,28,12,10,3,30
2014-06-12 11:00,53,2,48,3,37,15,6,1,38
2014-06-12 11:10,83,1,163,4,24,17,8,2,28
2014-06-12 11:20,77,1,51,6,38,13,19,1,25
2014-06-12 11:30,67,1,36,2,38,7,9,2,14
2014-06-12 11:40,46,1,50,6,49,5,10,1,39
2014-06-12 11:50,81,3,50,7,52,16,13,1,30
2014-06-12 12:00,77,1,40,7,64,8,11,2,31
2014-06-12 12:10,66,2,37,10,75,14,8,3,32
2014-06-12 12:20,65,1,43,6,90,13,15,3,30
2014-06-12 12:30,66,1,54,7,54,7,3,1,36
2014-06-12 12:40,64,1,41,8,47,7,9,1,41
2014-06-12 12:50,66,1,140,10,46,7,11,1,38
2014-06-12 13:00,53,1,34,8,37,5,10,2,45
2014-06-12 13:10,97,1,38,7,26,9,9,2,36
2014-06-12 13:20,73,2,43,5,76,12,12,3,31
2014-06-12 13:30,83,1,29,7,79,15,14,2,24
2014-06-12 13:40,58,1,27,4,79,15,23,3,30
2014-06-12 13:50,55,1,29,4,34,10,41,2,23
2014-06-12 14:00,63,1,23,7,50,7,29,1,22
2014-06-12 14:10,58,2,22,2,31,15,21,1,34
2014-06-12 14:20,78,1,41,2,47,12,9,1,40
2014-06-12 14:30,71,1,30,3,22,15,15,1,29
2014-06-12 14:40,82,1,24,10,37,8,17,1,41
2014-06-12 14:50,105,1,25,7,39,16,13,1,38
2014-06-12 15:00,100,1,19,9,27,11,18,2,22
2014-06-12 15:10,77,1,25,5,18,16,5,1,40
2014-06-12 15:20,89,1,28,4,35,11,26,2,32
2014-06-12 15:30,89,1,32,3,13,13,14,2,25
2014-06-12 15:40,73,2,29,5,20,12,19,3,32
2014-06-12 15:50,91,1,32,5,23,9,22,1,29
2014-06-12 16:00,89,2,16,6,19,14,15,1,40
2014-06-12 16:10,87,1,31,5,16,9,11,1,56
2014-06-12 16:20,75,1,24,5,28,15,16,1,25
2014-06-12 16:30,69,1,21,7,24,11,13,3,33
2014-06-12 16:40,58,1,32,1,22,9,24,3,52
2014-06-12 16:50,83,1,21,5,42,14,14,3,30
2014-06-12 17:00,63,1,19,10,28,12,41,1,22
2014-06-12 17:10,86,2,24,3,59,7,9,2,31
2014-06-12 17:20,90,1,21,8,45,10,14,2,18
2014-06-12 17:30,53,1,18,7,50,13,13,2,26
2014-06-12 17:40,69,1,17,6,33,12,9,4,25
2014-06-12 17:50,71,1,16,3,33,20,11,1,36
2014-06-12 18:00,60,1,12,3,18,11,15,1,21
2014-06-12 18:10,65,2,23,6,35,6,7,1,32
2014-06-12 18:20,57,1,16,3,27,13,6,1,20
2014-06-12 18:30,49,2,23,9,29,14,8,4,23
2014-06-12 18:40,66,1,22,19,33,13,16,2,16
2014-06-12 18:50,73,1,35,8,35,9,8,1,14
2014-06-12 19:00,67,1,19,9,22,9,13,1,31
2014-06-12 19:10,75,1,24,8,25,17,10,2,34
2014-06-12 19:20,73,1,42,9,32,25,7,1,37
2014-06-12 19:30,88,1,41,6,44,20,11,1,47
2014-06-12 19:40,72,1,46,9,31,27,18,1,36
2014-06-12 19:50,74,1,20,10,41,25,16,1,22
2014-06-12 20:00,55,2,14,10,57,10,11,1,23
2014-06-12 20:10,68,2,19,4,21,15,18,1,21
2014-06-12 20:20,66,1,25,7,26,12,14,4,27
2014-06-12 20:30,56,2,36,11,23,9,10,1,35
2014-06-12 20:40,48,1,36,4,31,8,16,1,38
2014-06-12 20:50,62,1,37,4,34,14,23,1,26
2014-06-12 21:00,73,1,131,6,41,12,16,1,13
2014-06-12 21:10,49,1,37,3,20,10,19,1,16
2014-06-12 21:20,57,1,39,7,21,15,13,2,27
2014-06-12 21:30,59,1,28,10,18,14,21,2,25
2014-06-12 21:40,49,1,30,7,15,9,14,2,21
2014-06-12 21:50,46,1,23,3,26,7,15,1,22
2014-06-12 22:00,35,1,22,2,20,11,20,1,17
2014-06-12 22:10,38,1,23,6,28,6,16,2,21
2014-06-12 22:20,42,1,24,4,13,5,25,2,29
2014-06-12 22:30,56,1,30,2,33,11,11,2,17
2014-06-12 22:40,1,1,1,1,1,1,1,1,1
2014-06-12 22:50,1,1,1,1,1,1,1,1,1
2014-06-12 23:00,1,1,1,1,1,1,1,1,1
2014-06-12 23:10,52,3,36,6,20,5,15,1,27
2014-06-12 23:20,43,1,52,7,42,11,15,2,19
2014-06-12 23:30,32,1,18,2,21,7,13,1,21
2014-06-12 23:40,46,1,28,6,34,10,7,2,10
2014-06-12 23:50,45,1,19,9,38,10,19,4,16
2014-06-13 00:00,26,1,24,4,16,8,13,4,14
2014-06-13 00:10,35,2,18,2,19,9,8,2,10
2014-06-13 00:20,42,1,22,5,25,8,10,1,14
2014-06-13 00:30,43,1,23,2,14,10,7,4,8
2014-06-13 00:40,41,1,31,9,19,16,4,1,19
2014-06-13 00:50,29,1,26,5,23,8,6,2,18
2014-06-13 01:00,29,1,21,1,17,11,9,1,19
2014-06-13 01:10,38,2,20,2,26,10,4,1,15
2014-06-13 01:20,32,1,36,1,24,13,9,2,21
2014-06-13 01:30,31,1,21,2,17,12,2,1,11
2014-06-13 01:40,38,1,22,3,16,11,6,2,13
2014-06-13 01:50,38,1,35,6,15,7,4,1,20
2014-06-13 02:00,30,1,26,2,9,11,6,1,11
2014-06-13 02:10,28,1,22,3,16,9,6,2,18
2014-06-13 02:20,41,1,31,3,17,11,4,1,13
2014-06-13 02:30,26,2,22,3,19,5,8,2,12
2014-06-13 02:40,36,1,23,2,33,5,7,1,59
2014-06-13 02:50,36,1,21,3,52,11,5,1,41
2014-06-13 03:00,24,1,27,3,29,9,5,2,20
2014-06-13 03:10,56,1,25,3,28,17,3,1,15
2014-06-13 03:20,42,1,27,3,19,14,7,1,18
2014-06-13 03:30,18,1,12,1,8,3,4,1,3
2014-06-13 03:40,28,1,31,4,25,9,2,1,17
2014-06-13 03:50,40,1,21,3,28,13,5,1,21
2014-06-13 04:00,23,1,25,4,16,11,4,1,34
2014-06-13 04:10,24,1,24,3,23,7,5,1,22
2014-06-13 04:20,30,1,35,4,23,10,3,1,19
2014-06-13 04:30,22,1,26,2,18,7,4,2,11
2014-06-13 04:40,45,1,23,4,14,4,6,1,15
2014-06-13 04:50,42,2,35,1,14,3,3,1,19
2014-06-13 05:00,30,1,34,3,12,7,9,1,18
2014-06-13 05:10,37,1,24,2,19,8,4,1,21
2014-06-13 05:20,56,1,36,5,21,14,3,1,8
2014-06-13 05:30,48,1,17,4,22,11,5,1,16
2014-06-13 05:40,29,1,29,12,8,9,6,1,21
2014-06-13 05:50,48,1,52,3,15,8,6,2,18
2014-06-13 06:00,60,1,46,3,14,7,7,1,18
2014-06-13 06:10,80,1,37,9,23,9,6,1,19
2014-06-13 06:20,62,1,46,6,32,12,4,1,18
2014-06-13 06:30,42,1,48,4,15,7,6,1,13
2014-06-13 06:40,44,1,47,3,18,6,5,2,15
2014-06-13 06:50,68,1,59,10,27,8,3,1,17
2014-06-13 07:00,57,1,40,6,28,6,6,2,21
2014-06-13 07:10,41,1,50,7,35,11,4,1,18
2014-06-13 07:20,37,1,70,6,23,3,6,1,17
2014-06-13 07:30,43,1,45,3,26,6,4,1,16
2014-06-13 07:40,42,2,51,2,15,8,4,2,19
2014-06-13 07:50,73,1,48,8,20,4,8,1,22
2014-06-13 08:00,40,2,41,7,15,10,6,1,23
2014-06-13 08:10,63,2,48,6,28,8,9,1,28
2014-06-13 08:20,59,1,66,5,19,14,9,1,31
2014-06-13 08:30,45,1,51,6,15,6,7,2,26
2014-06-13 08:40,55,1,45,5,9,10,14,3,23
2014-06-13 08:50,100,1,87,6,12,11,7,1,31
2014-06-13 09:00,70,1,44,8,18,11,4,2,25
2014-06-13 09:10,75,2,44,5,18,22,15,2,40
2014-06-13 09:20,63,1,53,6,22,10,12,1,29
2014-06-13 09:30,51,1,40,5,14,5,12,3,18
2014-06-13 09:40,61,2,49,8,24,8,10,1,27
2014-06-13 09:50,83,1,57,8,16,12,16,1,33
2014-06-13 10:00,66,1,42,7,3,14,4,1,27
2014-06-13 10:10,69,2,47,9,18,8,13,1,61
2014-06-13 10:20,73,2,67,7,12,9,10,2,43
2014-06-13 10:30,69,1,36,2,11,11,8,3,45
2014-06-13 10:40,60,1,48,8,19,10,11,4,39
2014-06-13 10:50,80,3,57,6,17,7,13,2,30
2014-06-13 11:00,65,1,35,6,24,12,8,2,34
2014-06-13 11:10,55,3,37,4,21,16,18,4,34
2014-06-13 11:20,73,1,36,7,14,13,8,2,32
2014-06-13 11:30,47,1,39,14,16,8,8,1,29
2014-06-13 11:40,67,1,53,6,21,10,15,4,25
2014-06-13 11:50,82,1,41,3,11,13,11,2,37
2014-06-13 12:00,78,1,29,5,15,8,13,1,30
2014-06-13 12:10,73,2,34,6,15,17,14,1,29
2014-06-13 12:20,70,2,42,4,22,10,14,2,39
2014-06-13 12:30,69,1,30,7,13,16,13,1,28
2014-06-13 12:40,62,2,32,4,20,11,10,1,34
2014-06-13 12:50,75,1,27,3,12,15,17,4,25
2014-06-13 13:00,46,1,36,7,10,11,15,1,24
2014-06-13 13:10,72,2,29,7,16,7,7,2,30
2014-06-13 13:20,72,4,33,4,21,13,13,2,29
2014-06-13 13:30,63,1,33,3,21,11,14,1,24
2014-06-13 13:40,50,1,29,3,23,11,17,2,44
2014-06-13 13:50,79,1,31,4,26,12,11,2,46
2014-06-13 14:00,68,1,31,5,24,17,7,1,50
2014-06-13 14:10,78,2,20,4,15,5,13,1,29
2014-06-13 14:20,77,1,31,4,20,24,9,1,45
2014-06-13 14:30,51,1,31,8,15,28,10,2,36
2014-06-13 14:40,58,1,34,6,8,17,18,1,34
2014-06-13 14:50,53,1,28,9,17,19,12,1,23
2014-06-13 15:00,56,1,25,8,16,9,16,1,35
2014-06-13 15:10,49,2,22,7,15,8,10,1,42
2014-06-13 15:20,49,1,25,6,21,13,13,2,24
2014-06-13 15:30,31,1,24,7,15,11,16,1,30
2014-06-13 15:40,72,1,24,5,13,13,14,2,26
2014-06-13 15:50,71,1,33,4,15,11,17,1,27
2014-06-13 16:00,51,1,34,3,7,8,21,2,21
2014-06-13 16:10,81,1,25,15,10,9,14,1,32
2014-06-13 16:20,72,2,38,9,19,8,19,1,36
2014-06-13 16:30,54,1,26,16,15,11,9,1,33
2014-06-13 16:40,49,1,24,7,6,14,6,1,31
2014-06-13 16:50,79,1,60,14,12,11,17,1,29
2014-06-13 17:00,52,1,16,4,15,6,28,1,25
2014-06-13 17:10,73,2,21,7,10,10,6,1,22
2014-06-13 17:20,92,1,20,9,9,14,13,1,28
2014-06-13 17:30,65,1,19,5,7,10,17,2,26
2014-06-13 17:40,47,1,18,3,10,13,14,1,25
2014-06-13 17:50,57,1,15,9,12,10,16,1,40
2014-06-13 18:00,54,2,13,3,13,10,18,1,35
2014-06-13 18:10,57,2,13,7,14,14,17,1,47
2014-06-13 18:20,64,1,27,5,21,13,25,1,59
2014-06-13 18:30,44,1,14,3,17,12,16,2,45
2014-06-13 18:40,42,1,23,5,8,3,11,1,31
2014-06-13 18:50,64,3,21,4,16,10,11,1,26
2014-06-13 19:00,46,2,25,4,7,13,15,1,25
2014-06-13 19:10,64,1,28,4,13,7,13,1,34
2014-06-13 19:20,61,1,36,6,24,19,17,3,35
2014-06-13 19:30,78,2,32,6,12,19,16,1,37
2014-06-13 19:40,60,1,29,13,18,17,14,3,42
2014-06-13 19:50,84,1,45,6,15,10,19,3,63
2014-06-13 20:00,56,1,16,5,7,11,10,2,32
2014-06-13 20:10,65,2,34,3,23,10,16,1,34
2014-06-13 20:20,71,1,30,7,11,14,16,1,33
2014-06-13 20:30,70,2,43,3,11,13,17,1,37
2014-06-13 20:40,69,1,43,4,8,13,14,1,33
2014-06-13 20:50,65,1,44,5,18,14,11,2,88
2014-06-13 21:00,52,1,57,7,11,11,11,2,47
2014-06-13 21:10,56,2,39,5,12,14,25,1,55
2014-06-13 21:20,50,1,44,10,12,11,19,2,30
2014-06-13 21:30,54,1,29,5,12,10,14,1,24
2014-06-13 21:40,59,2,18,5,21,10,10,1,37
2014-06-13 21:50,63,1,24,2,15,8,19,1,12
2014-06-13 22:00,57,1,29,3,7,6,9,2,26
2014-06-13 22:10,51,2,23,1,11,7,10,1,27
2014-06-13 22:20,54,1,43,2,12,4,11,1,19
2014-06-13 22:30,51,1,18,7,13,9,17,1,14
