DATE,LOL,HON,DO2,GW2,XIV,WOW,ESO,EQN,WIS
2014-06-10 14:10,130,2,48,8,199,16,15,2,52
2014-06-10 14:20,151,1,65,24,101,14,19,1,71
2014-06-10 14:30,144,1,51,11,60,19,7,1,59
2014-06-10 14:40,104,1,52,5,78,14,11,1,40
2014-06-10 14:50,101,2,63,11,55,22,8,2,55
2014-06-10 15:00,145,1,37,8,82,14,13,2,38
2014-06-10 15:10,115,5,47,11,184,22,19,3,55
2014-06-10 15:20,148,1,48,10,166,17,10,1,53
2014-06-10 15:30,148,1,47,15,491,9,6,1,42
2014-06-10 15:40,157,1,65,25,295,14,11,1,47
2014-06-10 15:50,140,1,47,18,225,10,10,1,41
2014-06-10 16:00,80,1,56,5,166,7,7,1,35
2014-06-10 16:10,97,8,41,11,514,6,16,2,35
2014-06-10 16:20,87,1,44,4,298,17,12,3,44
2014-06-10 16:30,77,1,39,4,145,11,8,1,26
2014-06-10 16:40,79,2,37,4,325,12,12,2,29
2014-06-10 16:50,121,2,102,15,251,9,13,1,56
2014-06-10 17:00,99,2,44,9,216,12,16,1,47
2014-06-10 17:10,93,1,30,7,298,15,15,1,39
2014-06-10 17:20,93,1,28,5,237,10,12,1,38
2014-06-10 17:30,148,1,29,7,188,9,13,1,42
2014-06-10 17:40,94,2,33,9,116,11,11,1,34
2014-06-10 17:50,89,1,40,10,130,9,10,1,49
2014-06-10 18:00,90,1,25,6,171,14,7,6,34
2014-06-10 18:10,85,2,31,3,176,30,13,3,42
2014-06-10 18:20,92,1,125,6,135,24,8,3,39
2014-06-10 18:30,62,1,74,10,102,17,11,3,28
2014-06-10 18:40,49,1,64,7,83,12,8,10,21
2014-06-10 18:50,74,1,38,9,99,12,34,4,33
2014-06-10 19:00,69,1,42,5,65,19,13,6,19
2014-06-10 19:10,77,2,35,2,49,16,15,1,41
2014-06-10 19:20,98,1,62,11,72,28,11,1,38
2014-06-10 19:30,75,1,48,7,56,15,15,4,59
2014-06-10 19:40,55,1,59,6,49,22,26,2,36
2014-06-10 19:50,82,1,55,4,49,16,32,1,35
2014-06-10 20:00,73,1,46,2,49,13,20,2,23
2014-06-10 20:10,58,1,86,2,54,11,12,1,34
2014-06-10 20:20,54,1,47,4,54,41,13,1,38
2014-06-10 20:30,66,2,36,4,61,8,17,3,25
2014-06-10 20:40,70,1,56,5,49,12,23,2,26
2014-06-10 20:50,76,1,39,4,66,13,22,1,37
2014-06-10 21:00,64,1,67,7,51,15,14,1,27
2014-06-10 21:10,63,1,42,9,49,13,13,5,28
2014-06-10 21:20,61,1,38,6,60,15,20,2,30
2014-06-10 21:30,63,1,66,1,72,17,14,1,23
2014-06-10 21:40,58,1,50,2,45,11,21,2,23
2014-06-10 21:50,56,1,46,5,58,13,17,1,34
2014-06-10 22:00,33,1,46,1,40,8,17,2,30
2014-06-10 22:10,91,30,75,2,48,6,13,2,28
2014-06-10 22:20,48,1,62,2,48,12,28,1,27
2014-06-10 22:30,44,1,47,4,60,16,12,1,21
2014-06-10 22:40,39,1,36,6,56,10,13,3,19
2014-06-10 22:50,47,1,37,6,43,8,17,1,29
2014-06-10 23:00,34,1,32,4,27,5,10,1,23
2014-06-10 23:10,35,2,39,6,57,10,19,1,31
2014-06-10 23:20,35,1,40,7,71,10,18,1,28
2014-06-10 23:30,57,1,28,4,38,9,13,1,28
2014-06-10 23:40,49,1,32,1,34,9,25,1,25
2014-06-10 23:50,49,1,25,4,90,9,8,1,24
2014-06-11 00:00,41,1,16,2,45,8,12,1,25
2014-06-11 00:10,49,3,40,3,53,5,9,1,21
2014-06-11 00:20,42,1,22,3,40,6,12,1,30
2014-06-11 00:30,41,1,43,2,26,4,10,1,11
2014-06-11 00:40,34,1,54,3,35,18,5,1,23
2014-06-11 00:50,49,1,37,2,26,20,5,2,24
2014-06-11 01:00,40,1,53,3,27,5,5,1,16
2014-06-11 01:10,56,2,41,2,20,14,7,1,15
2014-06-11 01:20,47,1,45,1,15,2,7,1,18
2014-06-11 01:30,47,2,28,2,23,9,6,1,16
2014-06-11 01:40,36,1,35,3,17,8,6,1,10
2014-06-11 01:50,36,1,65,3,31,5,5,1,20
2014-06-11 02:00,32,1,99,1,23,2,6,1,8
2014-06-11 02:10,32,1,49,3,28,7,4,1,24
2014-06-11 02:20,47,2,62,4,29,17,7,1,22
2014-06-11 02:30,23,1,77,3,19,14,13,4,33
2014-06-11 02:40,39,2,31,5,27,9,2,4,23
2014-06-11 02:50,59,2,56,2,39,3,4,1,16
2014-06-11 03:00,53,1,74,1,18,2,11,1,31
2014-06-11 03:10,50,1,42,5,23,5,3,1,48
2014-06-11 03:20,61,1,50,4,31,9,7,2,31
2014-06-11 03:30,31,1,58,3,40,7,3,1,19
2014-06-11 03:40,48,1,63,9,37,8,2,1,15
2014-06-11 03:50,58,1,71,5,53,7,2,2,17
2014-06-11 04:00,48,1,42,1,41,9,3,1,15
2014-06-11 04:10,40,2,126,2,28,2,4,1,16
2014-06-11 04:20,44,2,59,4,20,4,7,1,25
2014-06-11 04:30,48,1,40,1,28,5,8,1,17
2014-06-11 04:40,34,3,40,2,24,7,1,1,13
2014-06-11 04:50,50,1,63,3,22,4,6,3,16
2014-06-11 05:00,54,1,47,2,28,6,5,2,15
2014-06-11 05:10,50,1,62,6,27,12,11,1,19
2014-06-11 05:20,47,1,57,8,31,14,3,1,20
2014-06-11 05:30,51,1,59,4,17,8,6,1,26
2014-06-11 05:40,38,1,75,6,20,4,7,2,14
2014-06-11 05:50,47,1,100,2,17,10,3,1,22
2014-06-11 06:00,44,1,95,4,11,8,4,1,19
2014-06-11 06:10,51,3,66,1,14,8,5,2,24
2014-06-11 06:20,55,1,76,4,23,10,3,3,22
2014-06-11 06:30,44,1,68,1,23,9,9,2,10
2014-06-11 06:40,45,1,44,7,38,13,12,1,15
2014-06-11 06:50,52,3,64,6,32,10,8,3,17
2014-06-11 07:00,37,2,44,8,25,3,7,1,26
2014-06-11 07:10,48,2,42,4,15,6,7,5,20
2014-06-11 07:20,50,2,73,2,41,21,4,5,26
2014-06-11 07:30,41,2,48,1,27,5,10,2,27
2014-06-11 07:40,50,2,56,8,27,5,10,2,28
2014-06-11 07:50,72,1,54,3,33,13,8,1,26
2014-06-11 08:00,66,2,55,2,22,13,5,4,21
2014-06-11 08:10,55,1,67,9,29,12,5,1,17
2014-06-11 08:20,64,1,89,7,30,7,11,4,24
2014-06-11 08:30,41,1,89,4,28,12,16,2,21
2014-06-11 08:40,81,1,71,4,41,3,16,1,29
2014-06-11 08:50,61,1,92,3,29,11,9,2,28
2014-06-11 09:00,66,1,85,5,21,6,7,1,40
2014-06-11 09:10,91,3,59,6,21,10,5,3,47
2014-06-11 09:20,66,2,80,7,42,11,11,3,46
2014-06-11 09:30,59,1,78,3,26,11,14,3,41
2014-06-11 09:40,70,1,61,11,23,13,9,1,38
2014-06-11 09:50,72,1,71,10,36,3,14,3,39
2014-06-11 10:00,68,1,80,6,31,4,12,1,48
2014-06-11 10:10,36,1,41,3,22,5,6,1,23
2014-06-11 10:20,71,3,68,6,22,7,12,3,22
2014-06-11 10:30,68,2,58,3,16,5,9,4,35
2014-06-11 10:40,91,3,76,9,19,10,11,2,32
2014-06-11 10:50,78,2,66,8,30,11,11,3,33
2014-06-11 11:00,67,1,54,2,27,6,3,1,25
2014-06-11 11:10,77,1,88,4,16,12,20,2,33
2014-06-11 11:20,568,1,51,7,24,18,10,3,34
2014-06-11 11:30,646,2,66,11,23,11,18,1,33
2014-06-11 11:40,330,1,50,11,25,19,11,4,41
2014-06-11 11:50,271,1,64,5,43,16,15,2,41
2014-06-11 12:00,192,2,44,5,33,7,13,5,33
2014-06-11 12:10,175,1,34,9,37,20,12,2,30
2014-06-11 12:20,141,1,45,5,37,10,5,1,34
2014-06-11 12:30,146,1,47,7,46,12,8,1,38
2014-06-11 12:40,132,1,39,6,38,14,15,1,31
2014-06-11 12:50,162,1,57,7,37,13,19,1,28
2014-06-11 13:00,159,1,48,9,16,10,11,2,39
2014-06-11 13:10,124,2,38,20,22,12,16,4,48
2014-06-11 13:20,106,2,44,10,25,13,16,1,44
2014-06-11 13:30,91,1,39,2,48,9,9,1,39
2014-06-11 13:40,100,1,32,10,54,15,21,1,29
2014-06-11 13:50,113,1,42,12,243,10,14,1,43
2014-06-11 14:00,86,1,30,10,38,11,8,2,41
2014-06-11 14:10,102,2,44,6,42,16,16,2,43
2014-06-11 14:20,82,1,56,7,33,26,35,1,41
2014-06-11 14:30,149,1,26,6,16,14,23,1,42
2014-06-11 14:40,85,1,40,3,24,12,21,2,42
2014-06-11 14:50,80,1,32,8,34,21,14,1,28
2014-06-11 15:00,88,1,21,3,20,20,14,2,30
2014-06-11 15:10,91,1,32,2,13,16,10,1,41
2014-06-11 15:20,79,1,36,4,28,20,12,1,34
2014-06-11 15:30,86,1,26,4,22,21,17,1,50
2014-06-11 15:40,93,1,36,4,20,30,12,1,32
2014-06-11 15:50,88,1,28,5,15,24,15,2,25
2014-06-11 16:00,74,1,35,4,14,16,21,1,33
2014-06-11 16:10,87,4,30,6,14,9,17,2,61
2014-06-11 16:20,91,3,40,7,17,19,17,1,39
2014-06-11 16:30,68,1,39,3,15,14,22,3,46
2014-06-11 16:40,77,1,33,7,23,33,18,1,18
2014-06-11 16:50,81,1,45,9,22,13,21,2,44
2014-06-11 17:00,73,1,23,5,29,10,19,3,37
2014-06-11 17:10,70,1,29,7,24,9,8,1,36
2014-06-11 17:20,74,1,43,9,28,12,16,1,38
2014-06-11 17:30,88,1,41,7,16,17,10,1,34
2014-06-11 17:40,62,1,23,3,19,12,7,1,28
2014-06-11 17:50,83,1,35,4,21,9,14,1,43
2014-06-11 18:00,69,1,31,4,57,7,6,1,38
2014-06-11 18:10,68,2,29,13,50,7,9,2,26
2014-06-11 18:20,88,1,33,18,32,12,15,3,26
2014-06-11 18:30,54,2,20,5,28,7,10,2,26
2014-06-11 18:40,54,3,44,4,12,7,15,3,27
2014-06-11 18:50,51,1,27,7,24,15,6,3,27
2014-06-11 19:00,38,1,22,10,18,5,17,2,26
2014-06-11 19:10,73,3,28,6,11,11,14,2,38
2014-06-11 19:20,65,1,57,13,24,20,15,1,32
2014-06-11 19:30,70,1,46,6,18,15,15,4,33
2014-06-11 19:40,52,1,69,12,26,16,11,1,37
2014-06-11 19:50,57,1,62,6,29,21,19,2,25
2014-06-11 20:00,38,1,33,8,12,17,15,2,30
2014-06-11 20:10,40,6,55,6,18,15,13,2,23
2014-06-11 20:20,63,1,47,7,20,24,10,1,32
2014-06-11 20:30,52,1,49,7,19,12,7,1,28
2014-06-11 20:40,61,1,46,10,28,13,14,1,33
2014-06-11 20:50,57,1,31,19,21,17,20,1,51
2014-06-11 21:00,58,1,36,2,16,14,17,1,25
2014-06-11 21:10,54,1,48,6,13,11,12,2,22
2014-06-11 21:20,50,1,56,9,16,13,8,2,44
2014-06-11 21:30,60,1,45,9,6,24,17,3,37
2014-06-11 21:40,61,1,47,4,8,11,12,2,25
2014-06-11 21:50,43,1,35,4,20,25,15,2,36
2014-06-11 22:00,47,2,20,8,9,8,24,1,29
2014-06-11 22:10,51,2,32,6,9,10,15,1,27
2014-06-11 22:20,45,1,28,2,28,8,10,2,21
2014-06-11 22:30,40,1,33,6,21,18,16,1,18
2014-06-11 22:40,50,1,41,8,23,9,4,3,22
2014-06-11 22:50,36,1,46,10,19,7,11,1,18
2014-06-11 23:00,62,1,30,2,13,6,10,1,15
2014-06-11 23:10,44,2,42,4,31,5,18,1,35
2014-06-11 23:20,82,1,53,5,15,6,14,3,17
2014-06-11 23:30,20,1,12,2,6,8,6,1,6
2014-06-11 23:40,38,1,23,4,27,8,8,3,23
2014-06-11 23:50,48,1,40,9,26,14,10,3,11
2014-06-12 00:00,38,1,40,2,16,5,13,3,14
2014-06-12 00:10,53,2,48,5,23,8,9,2,22
2014-06-12 00:20,60,1,39,4,23,11,20,1,16
2014-06-12 00:30,53,1,34,3,10,3,8,2,24
2014-06-12 00:40,39,1,34,3,29,11,15,1,18
2014-06-12 00:50,44,2,27,1,28,12,8,1,26
2014-06-12 01:00,38,1,30,3,27,8,16,1,13
2014-06-12 01:10,36,1,32,2,27,7,13,1,20
2014-06-12 01:20,44,1,43,1,30,6,6,2,13
2014-06-12 01:30,37,1,38,2,9,7,14,1,16
2014-06-12 01:40,43,1,41,4,9,8,3,1,12
2014-06-12 01:50,45,1,42,3,21,7,16,1,30
2014-06-12 02:00,37,1,42,2,12,10,4,1,11
2014-06-12 02:10,31,1,55,2,15,8,5,3,28
2014-06-12 02:20,48,1,47,5,16,9,3,2,20
2014-06-12 02:30,34,1,42,2,23,5,9,1,16
2014-06-12 02:40,31,1,33,8,11,4,6,1,28
2014-06-12 02:50,32,1,38,5,12,5,9,1,24
2014-06-12 03:00,30,1,39,3,10,13,4,2,14
2014-06-12 03:10,67,26,34,3,10,6,5,2,16
2014-06-12 03:20,1,1,1,1,1,1,1,1,1
2014-06-12 03:30,1,1,1,1,1,1,1,1,1
2014-06-12 03:40,37,1,36,6,13,7,4,1,17
2014-06-12 03:50,37,1,42,5,20,10,7,1,26
2014-06-12 04:00,53,1,31,4,9,5,4,2,10
2014-06-12 04:10,53,2,37,7,18,4,2,1,26
2014-06-12 04:20,53,1,45,4,19,11,9,2,24
2014-06-12 04:30,43,1,38,6,17,11,4,2,11
2014-06-12 04:40,36,1,30,8,21,8,7,1,30
2014-06-12 04:50,47,1,40,3,35,10,5,1,25
2014-06-12 05:00,34,1,31,7,15,13,8,1,18
2014-06-12 05:10,60,1,34,3,17,12,4,1,27
2014-06-12 05:20,51,1,38,4,26,6,10,2,12
2014-06-12 05:30,45,1,51,3,10,16,3,2,19
2014-06-12 05:40,31,1,75,8,22,6,10,3,21
2014-06-12 05:50,43,1,61,5,29,8,4,2,16
2014-06-12 06:00,45,2,48,6,21,10,9,1,21
2014-06-12 06:10,46,1,58,2,26,11,6,1,27
2014-06-12 06:20,44,1,104,7,15,7,9,1,15
2014-06-12 06:30,39,1,53,6,11,6,9,2,18
2014-06-12 06:40,52,1,37,3,22,7,8,2,22
2014-06-12 06:50,45,1,50,7,25,14,3,2,39
2014-06-12 07:00,44,1,53,5,36,7,7,1,35
2014-06-12 07:10,86,25,83,2,24,8,19,1,28
2014-06-12 07:20,183,1,73,7,35,6,16,1,21
2014-06-12 07:30,149,1,54,10,20,11,13,2,23
2014-06-12 07:40,218,1,65,3,18,11,11,1,18
2014-06-12 07:50,62,1,57,6,275,13,10,1,30
2014-06-12 08:00,52,1,57,4,25,5,17,2,25
2014-06-12 08:10,51,1,59,6,50,14,18,1,27
2014-06-12 08:20,71,1,72,3,20,8,24,1,33
2014-06-12 08:30,62,1,34,4,27,11,15,2,16
2014-06-12 08:40,60,1,47,4,17,9,8,3,26
2014-06-12 08:50,55,2,44,14,32,8,5,1,26
2014-06-12 09:00,53,2,44,7,33,9,17,2,36
2014-06-12 09:10,70,1,47,9,19,9,14,1,27
2014-06-12 09:20,87,2,39,10,21,12,5,1,28
2014-06-12 09:30,70,2,48,3,19,20,10,1,29
2014-06-12 09:40,67,2,43,8,25,11,9,1,28
2014-06-12 09:50,76,1,55,15,33,6,10,3,30
2014-06-12 10:00,56,1,50,6,19,6,5,2,25
2014-06-12 10:10,74,1,45,10,10,13,13,1,22
2014-06-12 10:20,71,2,67,8,29,19,11,2,40
2014-06-12 10:30,93,1,42,4,38,15,10,2,39
2014-06-12 10:40,82,2,42,7,35,13,9,1,29
2014-06-12 10:50,105,1,50,8,31,13,11,3,32
2014-06-12 11:00,66,2,54,4,38,17,6,1,41
2014-06-12 11:10,92,1,172,4,25,17,8,2,28
2014-06-12 11:20,86,1,62,6,41,13,22,1,29
2014-06-12 11:30,77,1,37,2,39,7,9,2,14
2014-06-12 11:40,54,1,58,7,49,6,10,1,44
2014-06-12 11:50,95,3,51,7,54,16,14,1,33
2014-06-12 12:00,90,1,42,9,69,8,12,2,33
2014-06-12 12:10,75,3,37,13,81,14,9,4,32
2014-06-12 12:20,69,1,53,6,114,13,15,4,31
2014-06-12 12:30,75,1,60,9,67,8,3,1,40
2014-06-12 12:40,65,1,43,9,56,9,10,1,46
2014-06-12 12:50,81,1,144,13,58,7,11,1,44
2014-06-12 13:00,58,1,38,11,43,5,13,2,54
2014-06-12 13:10,100,1,44,9,40,9,9,2,41
2014-06-12 13:20,77,2,44,5,99,13,12,3,32
2014-06-12 13:30,87,1,29,9,99,18,14,2,28
2014-06-12 13:40,65,1,27,5,123,15,23,3,37
2014-06-12 13:50,65,1,30,4,51,11,43,2,30
2014-06-12 14:00,70,1,28,7,75,7,30,1,25
2014-06-12 14:10,87,26,52,2,48,16,22,1,43
2014-06-12 14:20,81,1,46,2,59,12,11,1,49
2014-06-12 14:30,78,1,37,3,30,18,15,1,35
2014-06-12 14:40,86,1,28,10,46,8,18,1,44
2014-06-12 14:50,110,1,29,7,51,18,15,1,41
2014-06-12 15:00,103,1,19,10,38,11,19,2,25
2014-06-12 15:10,81,1,27,6,23,17,5,1,44
2014-06-12 15:20,94,1,28,5,60,12,26,2,41
2014-06-12 15:30,96,1,38,3,16,14,14,2,27
2014-06-12 15:40,78,2,31,6,24,12,20,3,37
2014-06-12 15:50,97,1,35,5,32,11,24,1,32
2014-06-12 16:00,98,2,16,6,21,14,16,1,44
2014-06-12 16:10,94,1,31,5,25,9,11,1,65
2014-06-12 16:20,78,1,25,5,36,16,16,1,28
2014-06-12 16:30,77,1,22,8,34,11,13,3,38
2014-06-12 16:40,64,1,35,1,25,9,27,3,60
2014-06-12 16:50,88,1,25,5,51,14,15,3,38
2014-06-12 17:00,69,1,21,11,33,12,42,1,26
2014-06-12 17:10,90,3,31,3,69,7,9,5,34
2014-06-12 17:20,92,1,24,9,52,10,18,4,18
2014-06-12 17:30,55,1,27,8,56,13,13,2,29
2014-06-12 17:40,76,1,19,7,45,13,10,4,29
2014-06-12 17:50,73,1,16,3,40,20,11,1,39
2014-06-12 18:00,65,1,12,3,25,11,15,1,22
2014-06-12 18:10,68,2,27,6,51,6,7,1,35
2014-06-12 18:20,58,1,18,3,32,13,6,1,22
2014-06-12 18:30,53,2,24,13,36,15,8,7,29
2014-06-12 18:40,72,1,24,29,38,14,16,2,17
2014-06-12 18:50,79,1,36,12,49,10,8,1,16
2014-06-12 19:00,70,1,20,21,25,9,14,1,37
2014-06-12 19:10,78,1,24,13,27,17,10,2,39
2014-06-12 19:20,74,1,43,14,35,25,7,1,40
2014-06-12 19:30,92,1,46,10,48,20,12,1,52
2014-06-12 19:40,78,1,48,9,34,30,18,1,39
2014-06-12 19:50,82,1,20,11,46,26,18,1,24
2014-06-12 20:00,60,2,14,13,81,13,13,1,24
2014-06-12 20:10,71,2,20,4,28,16,20,1,22
2014-06-12 20:20,69,1,26,7,28,12,14,4,30
2014-06-12 20:30,59,2,38,11,31,9,12,1,39
2014-06-12 20:40,51,1,37,4,37,8,17,1,41
2014-06-12 20:50,71,1,41,5,39,14,24,1,34
2014-06-12 21:00,79,1,238,7,53,12,23,1,14
2014-06-12 21:10,58,1,39,3,20,10,19,1,16
2014-06-12 21:20,65,1,43,7,21,15,13,2,30
2014-06-12 21:30,68,1,32,11,24,15,22,2,25
2014-06-12 21:40,55,1,32,8,15,9,14,2,21
2014-06-12 21:50,57,1,28,5,29,7,15,1,27
2014-06-12 22:00,36,1,23,2,21,12,24,1,18
2014-06-12 22:10,44,1,27,7,33,6,16,2,23
2014-06-12 22:20,47,1,25,4,15,6,26,2,29
2014-06-12 22:30,62,1,34,2,36,14,14,2,18
2014-06-12 22:40,1,1,1,1,1,1,1,1,1
2014-06-12 22:50,1,1,1,1,1,1,1,1,1
2014-06-12 23:00,1,1,1,1,1,1,1,1,1
2014-06-12 23:10,56,3,38,7,24,5,17,1,30
2014-06-12 23:20,44,1,55,8,46,13,15,2,33
2014-06-12 23:30,34,1,18,2,24,8,15,1,23
2014-06-12 23:40,49,1,31,9,35,10,7,2,11
2014-06-12 23:50,49,1,23,9,39,10,19,4,21
2014-06-13 00:00,28,1,26,4,18,14,19,4,14
2014-06-13 00:10,38,2,18,2,22,9,10,2,13
2014-06-13 00:20,50,1,24,5,26,8,10,1,14
2014-06-13 00:30,47,1,24,2,15,12,8,4,9
2014-06-13 00:40,46,1,34,9,22,16,4,1,21
2014-06-13 00:50,30,1,29,6,27,9,6,2,20
2014-06-13 01:00,33,1,21,1,17,14,11,1,23
2014-06-13 01:10,46,3,21,2,26,10,5,1,16
2014-06-13 01:20,38,1,38,1,25,16,9,2,22
2014-06-13 01:30,35,1,21,2,20,12,2,1,11
2014-06-13 01:40,45,1,26,3,19,11,6,2,13
2014-06-13 01:50,41,1,42,7,17,7,4,1,24
2014-06-13 02:00,37,1,29,2,9,11,7,1,12
2014-06-13 02:10,32,1,22,3,22,9,6,2,19
2014-06-13 02:20,45,1,38,3,19,16,4,1,13
2014-06-13 02:30,28,2,23,3,19,5,8,2,15
2014-06-13 02:40,42,1,24,2,35,5,7,1,64
2014-06-13 02:50,37,1,24,4,53,12,5,1,58
2014-06-13 03:00,27,1,27,3,30,10,6,2,21
2014-06-13 03:10,56,1,26,3,31,21,5,1,16
2014-06-13 03:20,45,1,31,3,24,15,8,1,19
2014-06-13 03:30,18,1,14,1,11,3,4,1,3
2014-06-13 03:40,30,1,32,4,41,10,3,1,21
2014-06-13 03:50,47,1,26,3,40,13,5,1,28
2014-06-13 04:00,24,1,28,4,17,11,4,1,36
2014-06-13 04:10,30,1,25,3,26,7,7,1,24
2014-06-13 04:20,32,1,40,5,29,10,3,1,21
2014-06-13 04:30,23,1,30,2,20,7,4,2,11
2014-06-13 04:40,53,1,26,5,15,4,6,1,15
2014-06-13 04:50,46,2,43,1,20,3,3,1,21
2014-06-13 05:00,32,1,37,6,12,8,10,1,23
2014-06-13 05:10,37,1,25,3,19,8,6,1,21
2014-06-13 05:20,66,1,36,6,23,17,3,1,11
2014-06-13 05:30,51,1,17,6,29,12,5,1,19
2014-06-13 05:40,33,1,30,14,9,10,7,1,22
2014-06-13 05:50,53,1,54,5,17,9,9,2,19
2014-06-13 06:00,65,1,52,3,15,8,7,1,19
2014-06-13 06:10,89,1,40,10,24,12,9,1,20
2014-06-13 06:20,67,1,48,8,32,14,4,1,19
2014-06-13 06:30,45,1,58,4,15,9,6,1,14
2014-06-13 06:40,45,1,49,4,20,6,5,2,19
2014-06-13 06:50,73,1,62,11,28,8,3,1,18
2014-06-13 07:00,61,1,42,7,31,6,6,2,22
2014-06-13 07:10,44,1,54,9,35,12,6,1,21
2014-06-13 07:20,43,1,74,6,25,3,6,1,21
2014-06-13 07:30,43,1,50,4,28,7,4,1,19
2014-06-13 07:40,47,2,53,3,15,8,4,3,20
2014-06-13 07:50,74,1,50,8,22,4,8,1,24
2014-06-13 08:00,40,2,43,7,17,10,6,1,25
2014-06-13 08:10,95,16,65,7,28,9,10,1,30
2014-06-13 08:20,67,1,67,6,25,18,10,1,35
2014-06-13 08:30,48,1,54,7,16,6,7,2,28
2014-06-13 08:40,60,1,58,5,9,11,14,3,23
2014-06-13 08:50,102,1,95,6,12,12,7,1,37
2014-06-13 09:00,72,1,47,9,20,12,4,2,27
2014-06-13 09:10,78,3,47,7,18,30,25,3,41
2014-06-13 09:20,71,1,58,6,28,10,19,1,34
2014-06-13 09:30,53,1,42,5,18,7,15,3,21
2014-06-13 09:40,65,2,51,11,29,10,10,1,29
2014-06-13 09:50,88,1,59,10,17,13,16,1,38
2014-06-13 10:00,67,1,45,8,3,14,4,1,32
2014-06-13 10:10,96,22,82,9,19,8,16,1,74
2014-06-13 10:20,86,2,74,9,14,9,12,2,50
2014-06-13 10:30,80,1,37,2,11,13,12,3,49
2014-06-13 10:40,63,1,56,8,19,12,14,4,45
2014-06-13 10:50,83,3,61,7,17,7,16,2,37
2014-06-13 11:00,71,1,36,6,28,12,8,2,36
2014-06-13 11:10,60,3,39,4,21,17,20,5,37
2014-06-13 11:20,78,1,41,7,15,13,9,2,37
2014-06-13 11:30,49,1,46,17,20,8,8,1,35
2014-06-13 11:40,72,1,58,7,22,11,15,4,28
2014-06-13 11:50,87,1,44,4,12,14,12,3,42
2014-06-13 12:00,86,1,31,7,16,8,14,1,35
2014-06-13 12:10,80,4,39,8,19,19,19,1,35
2014-06-13 12:20,78,2,43,6,26,10,18,2,46
2014-06-13 12:30,74,1,32,9,13,19,16,1,30
2014-06-13 12:40,75,2,34,4,22,12,13,1,39
2014-06-13 12:50,86,1,29,3,13,15,19,6,34
2014-06-13 13:00,50,1,40,7,10,11,17,1,30
2014-06-13 13:10,74,2,32,13,21,7,9,2,35
2014-06-13 13:20,78,5,36,4,27,13,14,2,32
2014-06-13 13:30,69,1,38,4,29,11,16,1,28
2014-06-13 13:40,53,1,34,3,37,11,21,2,48
2014-06-13 13:50,85,1,33,4,35,13,15,2,54
2014-06-13 14:00,82,1,38,5,29,18,10,1,54
2014-06-13 14:10,84,2,22,4,16,6,19,1,33
2014-06-13 14:20,79,1,33,4,22,24,10,1,46
2014-06-13 14:30,52,1,35,9,17,29,13,2,43
2014-06-13 14:40,61,1,36,8,9,17,18,1,41
2014-06-13 14:50,56,1,30,10,19,20,12,1,28
2014-06-13 15:00,60,1,28,9,21,10,17,1,40
2014-06-13 15:10,51,2,23,7,19,8,11,1,43
2014-06-13 15:20,53,1,30,6,27,13,15,2,28
2014-06-13 15:30,36,1,29,8,16,13,18,1,34
2014-06-13 15:40,83,1,28,5,17,13,14,2,29
2014-06-13 15:50,75,1,34,6,16,14,17,1,28
2014-06-13 16:00,53,1,40,3,7,11,23,2,22
2014-06-13 16:10,87,1,32,20,11,10,16,1,33
2014-06-13 16:20,83,2,45,10,23,9,23,1,41
2014-06-13 16:30,60,1,26,23,18,13,10,1,37
2014-06-13 16:40,57,1,28,11,7,14,6,1,33
2014-06-13 16:50,87,1,71,15,14,11,18,1,31
2014-06-13 17:00,58,1,16,4,16,6,28,1,28
2014-06-13 17:10,83,3,23,7,10,11,6,1,24
2014-06-13 17:20,99,1,22,13,15,14,15,1,32
2014-06-13 17:30,84,1,21,14,7,11,21,3,32
2014-06-13 17:40,55,1,20,3,11,17,15,1,33
2014-06-13 17:50,62,1,15,16,13,10,16,1,52
2014-06-13 18:00,65,2,15,4,15,10,21,1,39
2014-06-13 18:10,64,2,13,8,16,16,18,1,53
2014-06-13 18:20,75,1,34,5,23,13,27,1,72
2014-06-13 18:30,59,1,16,4,21,13,21,2,47
2014-06-13 18:40,43,1,25,5,8,3,14,1,33
2014-06-13 18:50,68,4,21,4,17,10,12,1,28
2014-06-13 19:00,47,2,26,6,7,13,15,1,30
2014-06-13 19:10,67,1,30,6,13,7,13,1,40
2014-06-13 19:20,69,1,36,7,26,19,19,4,36
2014-06-13 19:30,79,2,33,7,12,20,18,1,42
2014-06-13 19:40,61,1,32,16,22,17,14,3,48
2014-06-13 19:50,86,1,45,6,17,10,20,3,79
2014-06-13 20:00,63,1,16,6,7,11,11,2,39
2014-06-13 20:10,74,2,35,3,25,10,16,1,39
2014-06-13 20:20,78,1,33,8,12,14,16,1,39
2014-06-13 20:30,78,2,49,3,11,13,20,1,40
2014-06-13 20:40,73,1,44,4,12,13,14,1,34
2014-06-13 20:50,68,1,45,6,25,14,12,2,97
2014-06-13 21:00,56,1,57,7,11,12,12,2,53
2014-06-13 21:10,57,2,40,5,13,14,26,1,58
2014-06-13 21:20,52,1,44,12,12,11,20,2,36
2014-06-13 21:30,55,1,29,6,13,10,18,1,24
2014-06-13 21:40,62,2,18,5,26,11,11,1,39
2014-06-13 21:50,73,1,33,2,18,9,19,1,12
2014-06-13 22:00,64,1,35,3,10,6,9,2,29
2014-06-13 22:10,52,2,24,1,11,7,10,1,30
